Date,Close,High,Low,Open,Volume
2015-01-01,154.5554962158203,155.93818922289807,153.94548897527272,155.7551820864822,540225
2015-01-02,155.24685668945312,157.21921609350147,154.51485289917733,154.73851727658655,969551
2015-01-05,154.6368408203125,156.9752019898504,153.31515842013889,154.9418444511218,1857013
2015-01-06,154.51487731933594,155.3892187655249,151.97317985330287,152.09517636741958,4644316
2015-01-07,152.37986755371094,156.34491601980972,151.5055136044747,154.53522226846508,2628276
2015-01-08,154.3115234375,156.5685455585726,153.43716968314885,156.44654905875328,1779075
2015-01-09,152.52215576171875,155.7551994615301,151.64781443485714,155.34852792246608,1442177
2015-01-12,145.5274200439453,152.46116516891746,144.77507517677125,152.46116516891746,3794388
2015-01-13,146.88978576660156,147.37778423650911,145.60876030784274,145.79176749070322,1654914
2015-01-14,147.70314025878906,148.39447458003227,146.5237826090431,147.98780295201868,1186130
2015-01-15,149.838134765625,151.18014589132943,147.25576798918834,149.65512760728777,2278050
2015-01-16,154.14881896972656,154.7791672078137,148.19108429149674,149.35010048741177,2086327
2015-01-19,154.20986938476562,156.12121838030745,152.13584182736338,154.1285301038354,1720402
2015-01-20,155.4705047607422,156.42618523882334,154.08782418489,156.42618523882334,1371798
2015-01-21,159.354248046875,160.02525361676325,154.96218789640244,155.5925362401277,2579948
2015-01-22,161.20460510253906,161.69261594242624,159.02890975820807,160.47260125333946,1632779
2015-01-23,160.5132598876953,162.66861405973464,158.84590411145695,161.85527098943598,1892706
2015-01-27,155.6128692626953,160.5132689853711,154.12852055739543,159.37458117603543,2619631
2015-01-28,156.08053588867188,158.07323641170316,154.73852473824297,155.51119820093328,2589117
2015-01-29,152.48150634765625,154.4131962571673,148.10978707876282,148.43511936242803,11218814
2015-01-30,146.7473907470703,148.10974254522063,146.42204615059842,147.21506041820712,14790368
2015-02-02,144.40904235839844,145.1817156739774,142.39601360539024,144.06336912466804,25950717
2015-02-03,145.03939819335938,146.3814216841202,143.7990549953789,144.38872126547201,7690620
2015-02-04,148.8621368408203,149.98048376054152,145.22243340301625,145.26310304585988,15177656
2015-02-05,150.42782592773438,152.4815250028509,148.94347703463518,149.0044752939563,9382752
2015-02-06,148.02847290039062,150.5701705806858,146.03578440116587,150.06183104462676,3576894
2015-02-09,146.66607666015625,147.37775179809884,145.5883996476834,146.78808555875267,2498414
2015-02-10,149.71612548828125,150.0617987806066,145.60874043790548,145.60874043790548,5296191
2015-02-11,151.32244873046875,153.27446672239086,150.0617647558147,150.0617647558147,27184800
2015-02-12,149.96014404296875,152.37984489076217,148.43512562897246,151.42416420253153,4759855
2015-02-13,153.6608428955078,154.4945145829625,147.6217680827248,147.74376457969802,16984215
2015-02-16,153.3354949951172,156.1008688377921,152.5424929602043,153.57950039456352,4307836
