Date,Close,High,Low,Open,Volume
2015-01-01,195.7729949951172,197.2343056165878,195.5580959885364,196.84749002802124,208341
2015-01-02,198.523681640625,199.16837860186305,195.9878762163673,195.9878762163673,582581
2015-01-05,198.2657928466797,200.54372989469474,197.3202452085918,198.52367424484646,967248
2015-01-06,190.95924377441406,197.7070775369051,189.75581463596436,197.7070775369051,1479156
2015-01-07,189.19711303710938,191.64695413230163,187.47792078094807,190.8303404339042,1172388
2015-01-08,194.6125030517578,195.5580637714956,190.14260707454494,190.78730398807735,1084102
2015-01-09,192.37759399414062,196.33172785936185,190.8733009427599,194.87041723272804,1225314
2015-01-12,195.98788452148438,196.50364735888792,191.73288702028356,192.4635357374791,1035171
2015-01-13,197.79306030273438,200.07098463418097,194.44062777092824,195.98790331511606,2105508
2015-01-14,200.15695190429688,201.01654798184782,197.75008026387516,198.78159293365727,3179578
2015-01-15,206.68988037109375,209.31165110887832,201.05952327240126,202.13401840129694,3732809
2015-01-16,205.74432373046875,208.10821291296617,203.76725015455554,205.87325789386514,1204955
2015-01-19,212.14830017089844,212.75001476108525,205.01365058795488,205.70133002662314,2395181
2015-01-20,212.49212646484375,213.99641944989315,211.03081590264594,212.32020988983115,1960237
2015-01-21,212.0193634033203,213.52365651151933,209.18270689240387,213.17982333334612,1033591
2015-01-22,214.03939819335938,214.85601174792677,210.68697913086422,212.40617108422452,2518070
2015-01-23,217.04798889160156,217.82162004109324,210.85890034648617,214.9849637486944,2926698
2015-01-27,215.0709228515625,216.18840030744448,210.77294272616598,215.32880428236518,2395358
2015-01-28,214.08236694335938,216.61817228934095,212.32019268042544,213.3946875826543,2733606
2015-01-29,220.01361083984375,220.95915864419868,212.62109252963447,213.26578958021992,2751278
2015-01-30,213.8245086669922,220.31444808517642,207.1626395527442,219.19698375912768,2568740
2015-02-02,214.2543182373047,215.58669475533924,209.35462331212776,214.89901528315414,845482
2015-02-03,210.64402770996094,216.96205119856924,208.4520550235476,214.68412677167427,2247358
2015-02-04,213.8245086669922,215.71561727614503,208.88183158222753,211.50360205046852,2304210
2015-02-05,212.79298400878906,216.18838545124564,211.28869106827344,213.17979957021439,1218994
2015-02-06,213.39471435546875,215.1139064147273,211.46062328880288,211.54658813832359,864075
2015-02-09,211.46063232421875,216.0164940991984,209.74144019150154,212.44916255397314,807547
2015-02-10,214.55517578125,217.0479990385007,210.60102877003038,210.60102877003038,1479339
2015-02-11,215.62965393066406,216.6181840478169,213.9104619937766,214.89899211092947,1570176
2015-02-12,223.23707580566406,225.2141359718444,216.1024137737545,216.23136103441396,2027412
2015-02-13,227.87889099121094,228.6525220976155,222.63535046346772,225.04220862401223,1674012
2015-02-16,228.82444763183594,230.37170981659418,226.4175632821402,227.7499527166466,955073
2015-02-18,232.1768798828125,233.3803090105266,227.7929351299799,227.7929351299799,2423402
2015-02-19,227.83592224121094,234.66972132228335,225.30012963692593,234.66972132228335,2789435
2015-02-20,226.15972900390625,228.6525523354414,224.48350619103795,228.00785528938283,830196
2015-02-23,225.3430938720703,227.79294780254224,222.8502706332418,226.97632108145527,1068181
2015-02-24,221.17405700683594,226.46059379223124,218.3374004857668,225.4290680212297,1165496
2015-02-25,224.39749145507812,227.62097596879474,222.07659834487265,223.40896145076186,1385462
2015-02-26,223.2800750732422,226.93335830350696,219.66977426896537,225.21416619514707,3015768
2015-02-27,231.61814880371094,232.39177994416227,223.92475423978559,223.92475423978559,1907559
2015-03-02,245.37168884277344,246.70405215047083,232.43475329521002,233.8101121426065,2832881
2015-03-03,241.5464630126953,245.84444278160447,238.32297818601344,245.457614109288,1657278
2015-03-04,236.08807373046875,243.91040382206978,234.6697453512777,242.49207544287876,3325192
2015-03-05,234.9705810546875,237.24850529739817,231.27430237016327,236.38890926371195,1196807
2015-03-09,226.71844482421875,236.38889981672096,224.82732313256975,236.04506666354519,1477604
2015-03-10,223.06520080566406,228.69554509203488,222.20560465612394,227.62104990510971,1755355
2015-03-11,223.36602783203125,226.76141632253962,220.1855121106448,224.2256238396721,1390394
2015-03-12,226.976318359375,230.9734608345818,224.35456099412994,224.35456099412994,1700626
2015-03-13,220.05657958984375,231.0164287686348,218.3373875617981,230.37173175811768,1480291
2015-03-16,220.6153106689453,223.19409869834922,219.32591665424337,221.68980568119693,976672
2015-03-17,222.37753295898438,224.01076038612186,218.46635476387908,223.19413355615688,1014172
2015-03-18,217.21990966796875,223.45199387305132,215.7585990704517,223.45199387305132,1030832
2015-03-19,216.36033630371094,220.7442685551594,215.07094215039155,220.7442685551594,1354373
2015-03-20,219.36892700195312,222.20559681866203,208.8818569707345,218.509330882732,1780884
2015-03-23,220.18551635742188,222.6353702730069,216.79011468503134,220.0995515084421,1117431
2015-03-24,217.7786407470703,222.2055546748869,216.48924681278663,219.11100398604873,662042
2015-03-25,213.86752319335938,219.62681473334192,211.93343186987593,219.11105180052118,1470418
2015-03-26,214.98497009277344,216.5752148617433,210.9448583010685,212.27723475686093,1416055
2015-03-27,215.28582763671875,217.3918353314154,212.3632063195554,215.97350709852034,769766
2015-03-30,221.00213623046875,221.6898025354365,214.77006524784193,217.34885324065303,789976
2015-03-31,219.45486450195312,222.3774988127904,218.33738706299752,221.43193795296776,1383023
2015-04-01,223.7098846435547,224.69841491031093,217.82164612203644,219.15402269804372,1346375
2015-04-06,224.78433227539062,227.320150723428,222.80727215958171,226.67545378573567,2100720
