timestamp,open,high,low,close,vol
1747267200000,103507.83,103705.0,103492.06,103704.99,73.85147
1747268100000,103704.99,103827.45,103704.99,103768.24,87.67956
1747269000000,103768.24,103841.27,103688.54,103841.27,75.74732
1747269900000,103841.26,103866.51,103765.16,103801.85,79.20731
1747270800000,103801.85,103801.86,103571.43,103582.9,73.56067
1747271700000,103582.89,103666.67,103450.42,103475.19,83.82907
1747272600000,103475.2,103496.4,103179.29,103272.4,184.41743
1747273500000,103272.39,103332.08,102968.16,103033.52,226.86495
1747274400000,103033.51,103206.35,102968.82,103053.84,147.15477
1747275300000,103053.85,103155.59,102952.38,103009.72,91.29286
1747276200000,103009.72,103047.62,102916.05,102950.67,89.26137
1747277100000,102950.68,103159.3,102921.0,103047.62,118.52175
1747278000000,103047.62,103142.86,102863.91,102874.27,123.88229
1747278900000,102874.28,102994.96,102800.0,102926.6,120.11006
1747279800000,102926.6,102959.33,102832.79,102847.07,125.40037
1747280700000,102847.08,102888.0,102720.0,102753.63,97.01596
1747281600000,102753.62,102902.24,102711.0,102740.09,127.22561
1747282500000,102740.08,102910.12,102740.08,102839.37,79.12635
1747283400000,102839.37,102962.38,102800.0,102876.76,82.79032
1747284300000,102876.76,102917.71,102770.63,102891.76,62.62702
1747285200000,102891.76,102922.17,102625.0,102625.0,104.79426
1747286100000,102625.0,102656.79,102547.5,102559.55,145.41393
1747287000000,102559.55,102633.35,102388.0,102491.11,136.22023
1747287900000,102491.12,102506.13,102336.7,102375.31,132.99022
1747288800000,102375.31,102577.55,102333.35,102556.99,270.32687
1747289700000,102556.99,102686.1,102475.99,102634.92,140.71013
1747290600000,102634.92,102649.59,102140.0,102190.47,186.27452
1747291500000,102190.48,102285.72,102176.57,102247.4,116.8407
1747292400000,102247.41,102440.0,102088.0,102088.01,151.96352
1747293300000,102088.0,102126.99,101888.0,101893.34,244.3467
1747294200000,101893.34,101986.85,101785.0,101888.7,210.77528
1747295100000,101888.71,101888.71,101724.17,101779.99,161.23663
1747296000000,101779.99,102063.5,101758.97,101976.37,169.58702
1747296900000,101976.36,102095.24,101900.0,102055.98,100.71903
1747297800000,102055.98,102307.5,102036.26,102173.89,201.56825
1747298700000,102173.89,102327.0,102159.47,102274.65,122.97811
1747299600000,102274.65,102274.66,102007.5,102007.5,119.7335
1747300500000,102007.51,102060.0,101874.5,101977.19,166.05394
1747301400000,101977.19,101992.41,101617.08,101699.63,241.34729
1747302300000,101699.62,101969.74,101500.0,101823.39,333.1901
1747303200000,101823.4,101874.33,101630.3,101752.48,101.71025
1747304100000,101752.48,101930.58,101724.49,101906.34,143.25003
1747305000000,101906.34,101906.35,101626.08,101673.43,105.71553
1747305900000,101673.42,101840.96,101600.0,101804.74,143.50844
1747306800000,101804.75,102152.31,101790.2,102076.12,163.7092
1747307700000,102076.11,102336.0,102053.79,102281.31,208.80583
1747308600000,102281.3,102441.0,102195.09,102265.36,170.32973
1747309500000,102265.36,102419.43,102202.97,102371.61,119.90079
