Datetime,Close,High,Low,Open,Volume
2025-11-03 03:45:00+00:00,57821.05078125,57922.8984375,57738.69921875,57742.80078125,0
2025-11-03 04:00:00+00:00,57981.3984375,57986.6015625,57730.19921875,57824.05078125,0
2025-11-03 04:15:00+00:00,58018.3515625,58063.75,57961.8984375,57980.19921875,0
2025-11-03 04:30:00+00:00,57995.6015625,58021.8515625,57917.3984375,58017.94921875,0
2025-11-03 04:45:00+00:00,58003.5,58064.44921875,57942.30078125,57995.05078125,0
2025-11-03 05:00:00+00:00,58115.75,58119.5,57977.30078125,58007.0,0
2025-11-03 05:15:00+00:00,58068.1484375,58124.5,58026.25,58116.75,0
2025-11-03 05:30:00+00:00,58075.6484375,58125.94921875,58053.1015625,58070.75,0
2025-11-03 05:45:00+00:00,58040.8515625,58080.19921875,58012.8515625,58075.5,0
2025-11-03 06:00:00+00:00,57971.3515625,58061.05078125,57964.30078125,58041.05078125,0
2025-11-03 06:15:00+00:00,58032.3984375,58067.8515625,57939.6015625,57966.80078125,0
2025-11-03 06:30:00+00:00,58038.05078125,58066.5,58010.3515625,58034.8984375,0
2025-11-03 06:45:00+00:00,58045.75,58112.0,58030.0,58042.30078125,0
2025-11-03 07:00:00+00:00,58069.30078125,58080.44921875,57984.44921875,58046.3984375,0
2025-11-03 07:15:00+00:00,58111.6484375,58129.55078125,58055.0,58067.8984375,0
2025-11-03 07:30:00+00:00,58142.8984375,58153.30078125,58088.80078125,58111.30078125,0
2025-11-03 07:45:00+00:00,58163.44921875,58191.3515625,58117.8515625,58142.1015625,0
2025-11-03 08:00:00+00:00,58154.55078125,58210.3984375,58141.94921875,58161.44921875,0
2025-11-03 08:15:00+00:00,58158.80078125,58171.3515625,58054.3515625,58153.55078125,0
2025-11-03 08:30:00+00:00,58191.8515625,58198.19921875,58108.30078125,58158.44921875,0
2025-11-03 08:45:00+00:00,58168.25,58246.1484375,58165.75,58191.25,0
2025-11-03 09:00:00+00:00,58156.75,58183.05078125,58132.30078125,58162.80078125,0
2025-11-03 09:15:00+00:00,58100.94921875,58159.69921875,58072.0,58148.5,0
2025-11-03 09:30:00+00:00,58104.69921875,58122.8984375,58058.44921875,58101.5,0
2025-11-03 09:45:00+00:00,58116.25,58147.25,58092.5,58102.80078125,0
2025-11-04 03:45:00+00:00,57959.25,58118.1484375,57940.0,57966.6484375,0
2025-11-04 04:00:00+00:00,57939.1484375,57960.55078125,57881.80078125,57960.55078125,0
2025-11-04 04:15:00+00:00,57960.6015625,57982.5,57869.3515625,57938.44921875,0
2025-11-04 04:30:00+00:00,57919.44921875,57995.3515625,57917.19921875,57966.05078125,0
2025-11-04 04:45:00+00:00,57957.1015625,57977.6484375,57853.0,57919.6015625,0
2025-11-04 05:00:00+00:00,57944.5,57989.1484375,57938.1015625,57960.3984375,0
2025-11-04 05:15:00+00:00,58010.6484375,58013.75,57904.25,57943.19921875,0
