Datetime,Close,High,Low,Open,Volume
2025-11-03 03:45:00+00:00,13499.9501953125,13508.75,13470.400390625,13483.0,0
2025-11-03 04:00:00+00:00,13524.9501953125,13526.7998046875,13469.900390625,13499.0498046875,0
2025-11-03 04:15:00+00:00,13520.650390625,13529.099609375,13511.7001953125,13525.2998046875,0
2025-11-03 04:30:00+00:00,13501.0,13529.400390625,13498.650390625,13520.150390625,0
2025-11-03 04:45:00+00:00,13509.900390625,13517.5498046875,13493.25,13500.400390625,0
2025-11-03 05:00:00+00:00,13521.650390625,13523.599609375,13502.7001953125,13510.599609375,0
2025-11-03 05:15:00+00:00,13522.400390625,13524.2001953125,13504.25,13522.150390625,0
2025-11-03 05:30:00+00:00,13552.2001953125,13554.349609375,13521.9501953125,13522.599609375,0
2025-11-03 05:45:00+00:00,13550.5,13553.150390625,13540.849609375,13551.9501953125,0
2025-11-03 06:00:00+00:00,13532.349609375,13552.9501953125,13531.099609375,13550.0498046875,0
2025-11-03 06:15:00+00:00,13524.7001953125,13533.349609375,13517.25,13532.2001953125,0
2025-11-03 06:30:00+00:00,13524.75,13534.0,13518.150390625,13524.5,0
2025-11-03 06:45:00+00:00,13541.75,13543.849609375,13523.5,13525.099609375,0
2025-11-03 07:00:00+00:00,13538.25,13542.2998046875,13528.5498046875,13541.7001953125,0
2025-11-03 07:15:00+00:00,13563.0498046875,13564.0498046875,13535.2998046875,13537.900390625,0
2025-11-03 07:30:00+00:00,13558.7998046875,13564.4501953125,13553.2998046875,13562.5,0
2025-11-03 07:45:00+00:00,13565.7001953125,13567.7001953125,13558.150390625,13558.7998046875,0
2025-11-03 08:00:00+00:00,13563.349609375,13566.599609375,13558.5,13565.7998046875,0
2025-11-03 08:15:00+00:00,13561.0,13566.599609375,13554.25,13563.400390625,0
2025-11-03 08:30:00+00:00,13572.150390625,13572.7001953125,13560.2998046875,13560.849609375,0
2025-11-03 08:45:00+00:00,13598.349609375,13605.4501953125,13571.0,13572.099609375,0
2025-11-03 09:00:00+00:00,13603.2001953125,13619.599609375,13596.150390625,13598.4501953125,0
2025-11-03 09:15:00+00:00,13584.9501953125,13604.150390625,13584.4501953125,13603.7001953125,0
2025-11-03 09:30:00+00:00,13591.2001953125,13593.400390625,13577.9501953125,13584.5,0
2025-11-03 09:45:00+00:00,13590.5498046875,13601.349609375,13583.75,13591.2998046875,0
2025-11-04 03:45:00+00:00,13571.599609375,13599.099609375,13549.099609375,13587.400390625,0
2025-11-04 04:00:00+00:00,13578.0,13579.150390625,13557.7001953125,13570.650390625,0
2025-11-04 04:15:00+00:00,13575.650390625,13582.2998046875,13556.849609375,13577.7001953125,0
2025-11-04 04:30:00+00:00,13580.0,13587.5498046875,13571.7001953125,13575.400390625,0
2025-11-04 04:45:00+00:00,13571.4501953125,13585.0,13565.2001953125,13579.9501953125,0
2025-11-04 05:00:00+00:00,13554.849609375,13577.7998046875,13554.099609375,13571.25,0
2025-11-04 05:15:00+00:00,13557.150390625,13559.5498046875,13542.75,13555.0,0
2025-11-04 05:30:00+00:00,13539.400390625,13566.900390625,13527.2001953125,13558.150390625,0
2025-11-04 05:45:00+00:00,13533.400390625,13539.849609375,13527.0498046875,13539.349609375,0
