Datetime,Close,High,Low,Open,Volume
2025-11-03 03:45:00+00:00,27140.05078125,27161.349609375,27093.69921875,27099.599609375,0
2025-11-03 03:50:00+00:00,27126.44921875,27160.099609375,27120.599609375,27139.44921875,0
2025-11-03 03:55:00+00:00,27117.80078125,27146.099609375,27112.650390625,27127.400390625,0
2025-11-03 04:00:00+00:00,27099.849609375,27118.650390625,27087.099609375,27118.650390625,0
2025-11-03 04:05:00+00:00,27174.849609375,27175.349609375,27096.25,27101.650390625,0
2025-11-03 04:10:00+00:00,27202.900390625,27211.05078125,27173.150390625,27173.150390625,0
2025-11-03 04:15:00+00:00,27243.55078125,27249.55078125,27199.94921875,27202.400390625,0
2025-11-03 04:20:00+00:00,27241.30078125,27247.75,27225.05078125,27243.150390625,0
2025-11-03 04:25:00+00:00,27257.30078125,27259.599609375,27237.900390625,27237.900390625,0
2025-11-03 04:30:00+00:00,27205.80078125,27259.19921875,27201.5,27256.55078125,0
2025-11-03 04:35:00+00:00,27214.19921875,27231.150390625,27200.94921875,27204.30078125,0
2025-11-03 04:40:00+00:00,27231.05078125,27240.44921875,27211.349609375,27213.69921875,0
2025-11-03 04:45:00+00:00,27245.30078125,27263.19921875,27206.400390625,27231.099609375,0
2025-11-03 04:50:00+00:00,27256.80078125,27259.44921875,27236.099609375,27244.349609375,0
2025-11-03 04:55:00+00:00,27245.150390625,27260.900390625,27229.69921875,27256.099609375,0
2025-11-03 05:00:00+00:00,27239.349609375,27258.25,27234.30078125,27248.150390625,0
2025-11-03 05:05:00+00:00,27283.55078125,27286.94921875,27237.599609375,27239.400390625,0
2025-11-03 05:10:00+00:00,27300.150390625,27302.30078125,27271.55078125,27283.25,0
2025-11-03 05:15:00+00:00,27274.0,27303.349609375,27273.599609375,27300.349609375,0
2025-11-03 05:20:00+00:00,27258.349609375,27279.55078125,27258.25,27276.5,0
2025-11-03 05:25:00+00:00,27267.0,27269.400390625,27247.5,27257.849609375,0
2025-11-03 05:30:00+00:00,27271.94921875,27275.94921875,27261.44921875,27268.05078125,0
2025-11-03 05:35:00+00:00,27283.30078125,27288.900390625,27268.5,27271.55078125,0
2025-11-03 05:40:00+00:00,27274.44921875,27285.150390625,27272.0,27283.400390625,0
2025-11-03 05:45:00+00:00,27268.69921875,27275.75,27263.849609375,27273.94921875,0
2025-11-03 05:50:00+00:00,27269.30078125,27273.900390625,27258.099609375,27268.599609375,0
2025-11-03 05:55:00+00:00,27269.400390625,27273.599609375,27255.30078125,27271.0,0
2025-11-03 06:00:00+00:00,27276.0,27280.69921875,27264.849609375,27269.44921875,0
2025-11-03 06:05:00+00:00,27249.19921875,27275.69921875,27245.150390625,27275.69921875,0
2025-11-03 06:10:00+00:00,27236.80078125,27251.650390625,27231.55078125,27248.75,0
2025-11-03 06:15:00+00:00,27252.44921875,27253.599609375,27224.30078125,27234.900390625,0
2025-11-03 06:20:00+00:00,27266.55078125,27266.55078125,27234.25,27252.05078125,0
2025-11-03 06:25:00+00:00,27267.150390625,27286.900390625,27264.150390625,27265.599609375,0
2025-11-03 06:30:00+00:00,27257.75,27269.849609375,27253.55078125,27268.150390625,0
2025-11-03 06:35:00+00:00,27255.05078125,27263.94921875,27252.75,27257.099609375,0
2025-11-03 06:40:00+00:00,27247.30078125,27266.650390625,27246.900390625,27253.25,0
2025-11-03 06:45:00+00:00,27266.05078125,27267.30078125,27247.099609375,27249.0,0
2025-11-03 06:50:00+00:00,27269.30078125,27285.0,27260.69921875,27265.849609375,0
2025-11-03 06:55:00+00:00,27257.650390625,27279.099609375,27249.900390625,27268.80078125,0
2025-11-03 07:00:00+00:00,27255.400390625,27259.19921875,27227.150390625,27257.94921875,0
2025-11-03 07:05:00+00:00,27254.25,27257.30078125,27236.05078125,27255.19921875,0
2025-11-03 07:10:00+00:00,27277.0,27283.099609375,27253.75,27254.349609375,0
